0.073898 0.475542 -0.047606 -0.247752 0.035312 0.048410 0.371281 0.105882 0.167542 -0.075122 -0.153935 -0.194614 -0.208466 -0.012432 0.023695 0.081108 -0.358288 -0.022188 -0.139966 0.121037 0.330182 0.257040 -0.060642 -0.145176 0.089607 -0.334770 -0.122060 0.129943 
0.371117 0.061654 -0.004742 0.195340 -0.014630 0.073842 0.200220 -0.222732 -0.284677 -0.406103 -0.064523 0.191700 0.056584 0.177158 0.107769 -0.165516 -0.168169 0.076471 -0.214371 0.147518 0.258262 -0.133980 -0.252824 0.208973 0.254700 -0.074244 -0.055620 0.261794 
0.062712 -0.020718 0.014271 0.122153 0.391183 -0.051075 0.191285 -0.003173 0.130633 0.070308 -0.105668 -0.330942 -0.413141 -0.122677 -0.409585 -0.963504 -0.340682 -0.228809 -0.130286 -0.155754 -0.089776 0.090593 0.040016 -0.138721 -0.027529 0.542476 -0.030923 -0.110024 
-0.148149 -0.032744 -0.210678 0.309273 0.183813 -0.295798 -0.467651 -0.105781 -0.014080 0.371582 0.050758 0.370950 -0.180035 0.324230 0.114657 0.155624 0.624479 0.572642 -0.094944 -0.187908 -0.397935 -0.336438 -0.117827 0.033879 -0.181178 -0.303740 -0.154041 -0.015568 
-0.196477 0.200194 0.151162 -0.307271 0.053619 -0.182625 0.062284 0.001294 -0.139165 -0.082842 -0.012656 -0.233529 -0.107396 0.606436 -0.081546 0.463873 0.083402 1.759555 0.584443 0.031281 0.197633 -0.726969 -0.392723 -0.784208 -0.818172 -0.335008 -0.297697 -0.149243 
0.056600 -0.066441 0.098307 0.187420 -0.168933 0.079711 -0.135997 -0.020588 0.204575 0.052018 0.666564 0.834637 1.526988 2.432667 1.624489 1.775286 1.084151 2.532164 2.479562 1.045481 -0.056141 -0.386159 -0.892516 -1.085053 -0.930341 0.033261 0.236101 0.112907 
-0.428449 -0.022455 -0.132800 -0.036859 -0.311242 -0.025128 0.101186 0.560833 0.220847 -0.459051 0.762052 0.898314 1.151070 2.517286 1.161769 1.533662 1.199322 1.706966 1.572676 1.630272 0.788047 1.935039 1.107208 -0.251034 -1.279430 -0.457734 -0.589646 -0.126140 
0.128260 -0.135628 0.181062 -0.252752 -0.662529 -0.388873 0.291245 -0.153196 -0.480498 0.886282 1.600444 1.247822 1.287027 2.158631 1.720726 1.470654 1.768082 2.524890 2.627786 1.619227 0.844109 1.370310 0.915672 0.521881 -1.118189 -0.961686 -0.589035 0.154011 
-0.292366 -0.104717 -0.214244 -0.131158 -0.534057 -0.352406 -0.299297 -0.235659 0.432365 0.631768 1.425890 0.340045 0.478789 -0.593434 1.590513 2.843318 4.671133 3.493598 2.772016 1.783958 2.388151 1.805185 1.152979 2.281983 -1.045566 -1.643092 -0.035653 -0.333206 
0.041106 -0.218511 0.106675 0.085246 -0.516156 -0.560081 -1.000267 -0.404606 0.856347 0.160141 0.072032 -0.928635 -0.883644 0.545669 1.252959 1.683707 2.625558 3.184847 3.883563 3.806001 3.093556 1.128569 1.804888 3.038134 -0.000217 -1.504592 -0.221905 0.000499 
-0.142185 0.162932 -0.086197 -0.163540 -0.575651 -0.577709 -0.479384 0.055635 0.936372 0.278871 -0.301889 0.432795 0.415106 -0.074518 -0.939091 -2.317784 0.020697 2.620429 3.695607 2.988260 2.886788 1.600250 2.591578 3.478874 0.808356 -1.204615 -0.365855 0.049445 
0.000655 -0.293026 -0.060096 -0.306129 -1.045145 -0.590554 0.869378 1.054181 0.481143 0.366673 2.040628 1.505605 0.332351 -0.963366 -5.139529 -5.923576 -3.447117 1.343464 1.988043 2.077193 3.031549 3.130441 3.175055 2.980023 1.503014 -0.634326 -0.161351 -0.043939 
0.099693 0.264464 0.154679 -0.046503 -0.591737 0.370095 1.730371 1.714039 1.424662 1.294536 2.138518 1.367996 0.634973 -1.329636 -6.251695 -6.679053 -3.709607 0.074976 0.958525 1.673879 1.630036 2.285681 4.003565 3.990686 2.221299 -0.078701 -0.212217 -0.080727 
-0.060756 -0.061489 0.187253 0.019219 -0.085776 1.165169 2.508288 2.616347 1.409601 2.452267 2.833736 1.150287 0.587640 -2.295906 -6.221425 -6.812098 -4.290600 -1.491982 -0.189488 -0.651146 -0.402319 1.202114 3.088220 3.883196 1.625260 -0.228021 -0.366348 -0.260696 
0.249715 -0.055843 -0.249147 0.351048 1.080208 2.513514 2.817344 3.931992 2.566284 1.963150 2.839050 2.129758 -0.152769 -3.648002 -7.600140 -7.456047 -5.406670 -1.710066 -0.947406 -1.033651 0.028693 0.786983 2.307666 3.593001 2.019172 0.225617 0.049329 0.052805 
0.136753 -0.003708 0.076182 -0.279898 1.517897 3.276360 1.961529 3.395773 2.301931 2.322388 2.760974 0.690051 -2.082569 -6.089060 -8.284735 -6.965192 -4.487410 -0.826155 0.093237 -0.034911 0.874476 -0.068401 1.841741 2.353709 0.962281 0.164671 0.129936 0.118832 
0.093609 0.040060 0.023329 0.072875 1.396215 3.387311 2.297828 2.425216 3.009567 2.040253 2.727788 1.271495 -2.998844 -6.694779 -7.942767 -5.270725 -2.855127 0.255294 0.763145 0.486902 1.248428 0.649841 1.374721 1.164752 0.318350 -0.096145 -0.323598 -0.018407 
0.395521 0.094727 -0.248491 -0.186607 0.733936 2.474160 2.417699 2.081230 2.474751 2.705951 3.647644 1.142746 -2.392070 -5.540639 -6.229800 -3.751704 -0.018651 1.441994 0.758156 0.118743 0.788240 0.513605 1.639002 0.796469 -0.153631 0.116111 0.079422 0.173696 
-0.162913 -0.135618 -0.067494 -0.743287 0.087620 1.096597 1.956466 2.848187 3.040013 3.207472 4.283278 1.409983 -1.746028 -3.827580 -3.516591 -0.843480 1.540147 2.123368 1.404066 0.520692 0.084925 1.059423 1.575999 0.394270 -0.098345 -0.140207 -0.057458 -0.041727 
-0.192103 -0.038073 0.199529 -0.778156 -0.160752 1.350729 2.741845 3.421992 3.428409 3.400204 4.299070 2.799726 1.518913 -0.851743 -1.288009 -0.420736 -0.114558 0.546654 0.842491 0.631261 0.677457 1.016001 1.131754 -0.193973 -0.540102 0.077119 0.035256 0.415337 
-0.010169 -0.061346 0.091700 -0.312243 -0.420249 1.369930 2.331090 1.955212 2.834967 2.911262 4.306044 2.302838 2.750497 1.177678 -0.876330 -0.650442 -0.561941 0.222824 0.392438 0.361277 0.610888 1.426229 0.192100 -0.271289 -0.122937 0.091965 0.078570 0.018666 
0.086893 -0.102412 0.254729 -0.018810 -0.218027 0.353063 0.784972 0.974771 0.561789 1.075960 1.709322 2.532697 2.377128 1.270291 0.053591 -0.193944 0.160513 -1.019183 -0.680357 -0.383287 0.793677 0.287842 0.050300 0.278794 -0.163264 0.442517 0.082969 0.130892 
-0.073133 -0.012100 0.106623 -0.339558 -0.597460 -0.271768 0.333660 1.471920 1.668316 2.096038 1.613902 2.782277 3.561000 3.721770 1.646492 1.347962 0.149014 -0.761432 -0.951314 -0.350036 -0.074089 -0.065483 0.378590 -0.135167 0.149292 0.041415 0.137432 -0.123983 
0.268875 -0.411384 -0.356365 -0.039321 -0.496423 -0.966666 -0.375972 0.178813 0.932902 1.425220 1.945705 2.508797 2.359277 3.032802 2.700330 1.543283 0.686489 -0.014282 -0.816806 -0.557956 -1.118309 0.137059 -0.552056 -0.236014 0.090310 0.009693 -0.128942 0.313282 
-0.179598 -0.324581 0.119253 -0.451131 -0.415346 -0.633697 -0.319543 -0.244161 -0.418058 -0.202929 0.198718 1.183704 1.409158 1.658360 1.109912 1.266923 0.956627 0.017389 -0.539429 -1.135512 -1.262160 -0.826706 -0.160772 -0.173865 0.158516 0.303898 -0.130868 0.080354 
-0.237471 0.161392 -0.210981 0.109644 -0.248162 -0.462281 -0.381897 -0.762950 -1.139166 -1.197427 -1.536309 -1.478424 -0.906325 -0.422046 -0.402786 -0.360950 -0.257361 0.100573 -0.326889 -0.305450 -0.291195 -0.150251 -0.173059 -0.205166 0.360296 -0.024588 0.243687 0.144038 
